deckname1;deckname2;forgeborn;L2;L3;L4;factions;numlbl;#>~1stats;#>~2stats;#>~3stats;Creatures;Spells;BEAST;DINOSAUR;MAGE;ROBOT;SCIENTIST;SPIRIT;WARRIOR;ZOMBIE;MINION;DRAGON;ELEMENTAL;PLANT;EXALT;SPELL;HEALING;MOVEMENT;ARMOR;ACTIVATION;FREE;FREE HEALING;FREE DESTROY;FREE UPGRADE;FREE SELFDMG;FREE SPELL;FREE REPLACE;FREE MAGE;UPGRADE;REPLACE;SELFDAMAGE;DESTRUCTION;DEPLOY;READY;FORGEBORN;BATTLE;SLAY;FACE DMG
The Corps of the Prismatic Riddle;The Steely Killion Regiment;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Alloyin;51;2/6;4/5;4/4;12;8;0;0;3;0;0;0;3;0;0;0;3;0;0;16;0;3;0;0;0;0;0;1;0;16;0;0;0;2;2;-1;0;0;0;0;-1;0
The Steely Killion Regiment;The Corps of the Prismatic Riddle;Ironbeard;2Shields Up;3Knockback;4Intimidate;Alloyin|Tempys;34;2/6;4/5;4/4;12;8;0;0;3;0;0;0;3;0;0;0;2;0;0;8;0;3;0;0;0;0;0;1;0;8;0;0;0;2;2;-1;0;0;0;0;-1;0
The Queens of Emptying Winter;The Corps of the Prismatic Riddle;Oros;2Darkforge Drain;3Barkskin;4Shapeshift;Uterra|Tempys;35;1/5;3/5;3/5;13;7;0;0;1;0;0;0;2;0;0;0;2;0;0;14;0;0;0;0;0;0;0;0;0;7;0;0;0;3;4;-2;0;0;0;0;-1;0
The Able Laughter Pilots;The Corps of the Prismatic Riddle;Ironbeard;2Reinforce;3Intimidate;4Shields Up;Alloyin|Tempys;45;3/5;3/4;3/5;12;8;0;0;4;0;0;0;2;0;0;0;2;0;0;16;0;0;0;0;0;0;0;3;0;8;0;0;3;0;4;2;0;0;0;0;-1;0
The Corps of the Prismatic Riddle;The Able Laughter Pilots;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Alloyin;62;3/5;3/4;3/5;12;8;0;0;4;0;0;0;2;0;0;0;3;0;0;24;0;0;0;0;0;0;0;3;0;16;0;0;3;0;4;2;0;0;0;0;-1;0
The Corps of the Prismatic Riddle;The Scourge Shadows;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Nekrium;78;2/2;2/2;2/2;15;5;0;0;2;0;0;0;0;4;4;0;3;0;0;10;0;0;0;0;0;0;0;16;0;10;0;0;0;0;8;9;5;5;0;-1;-1;0
The Scourge Shadows;The Corps of the Prismatic Riddle;Cercee;2Army Commander;3Deathtouch;4Soul Syphon;Nekrium|Tempys;73;2/2;2/2;2/2;15;5;0;0;2;0;0;0;0;4;3;0;2;0;0;5;0;0;0;0;0;0;0;20;0;5;0;0;0;0;8;12;5;5;0;-1;-1;0
The Corps of the Prismatic Riddle;Grotesquery's Awful Oozes;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Nekrium;78;2/3;3/3;4/4;14;6;0;0;1;0;0;0;0;9;12;0;3;0;0;12;0;0;0;0;0;0;0;1;0;12;0;0;0;0;12;15;0;0;0;0;-1;0
The Sixth Catching Swords;The Corps of the Prismatic Riddle;Oros;2Shapeshift;3Darkforge Drain;4Growth Aura;Uterra|Tempys;46;1/3;3/4;6/7;13;7;0;5;1;0;0;0;0;0;8;0;2;0;0;14;3;0;0;0;0;0;0;0;0;7;0;0;-1;1;2;-1;0;0;0;0;-1;0
The Antique Voting Aunts;The Corps of the Prismatic Riddle;Ironbeard;2Shields Up;3Knockback;4Reinforce;Alloyin|Tempys;33;3/6;4/6;4/4;14;6;0;0;2;0;0;0;4;0;0;0;2;0;0;6;0;0;3;0;0;0;0;2;0;6;0;0;0;2;4;1;0;0;0;0;-1;0
The Corps of the Prismatic Riddle;The Sixth Catching Swords;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Uterra;55;1/3;3/4;6/7;13;7;0;5;1;0;0;0;0;0;10;0;3;0;0;14;2;0;0;0;0;0;0;0;0;14;0;0;-1;1;2;-1;0;0;0;0;-1;0
Grotesquery's Awful Oozes;The Corps of the Prismatic Riddle;Nix Nekyia;2Army of the Damned;3Soulrip;4Dark Summoning;Nekrium|Tempys;80;2/3;3/3;4/4;14;6;0;0;1;0;0;0;0;11;12;0;2;0;0;6;0;0;0;0;0;0;8;1;0;6;0;0;0;0;12;20;0;0;0;0;-1;0
The Corps of the Prismatic Riddle;The Bunch of the Drawing Resolve;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Alloyin;52;2/3;4/4;4/4;13;7;0;0;2;4;2;0;0;0;3;0;3;0;0;14;0;0;0;0;0;0;0;0;0;14;0;0;0;4;4;1;0;0;0;0;-1;0
The Corps of the Prismatic Riddle;The Antique Voting Aunts;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Alloyin;45;3/6;4/6;4/4;14;6;0;0;2;0;0;0;4;0;0;0;3;0;0;12;0;0;2;0;0;0;0;2;0;12;0;0;0;2;4;1;0;0;0;0;-1;0
The Bunch of the Drawing Resolve;The Corps of the Prismatic Riddle;Ironbeard;2Shields Up;3Reinforce;4Intimidate;Alloyin|Tempys;36;2/3;4/4;4/4;13;7;0;0;2;4;2;0;0;0;2;0;2;0;0;7;0;0;0;0;0;0;0;0;0;7;0;0;0;4;4;1;0;0;0;0;-1;0
The Corps of the Prismatic Riddle;Champs of Wheezing and Writhing;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Nekrium;52;1/2;2/2;2/3;13;7;0;0;1;0;0;2;0;2;0;0;3;0;0;14;0;0;0;0;0;0;0;4;0;14;0;0;0;0;6;4;0;0;0;-1;-1;0
Champs of Wheezing and Writhing;The Corps of the Prismatic Riddle;Cercee;2Soul Syphon;3Deathtouch;4Army Commander;Nekrium|Tempys;42;1/2;2/2;2/3;13;7;0;0;1;0;0;2;0;2;0;0;2;0;0;7;0;0;0;0;-1;0;0;6;0;7;0;0;0;0;6;6;0;0;0;-1;-1;0
The Corps of the Prismatic Riddle;The Shading Cacklebones Herd;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Nekrium;40;4/3;5/4;6/5;14;6;0;0;2;0;0;0;0;0;0;0;3;0;0;12;0;0;0;0;0;0;0;0;0;12;0;0;0;0;6;4;0;0;0;0;-1;0
The Shading Cacklebones Herd;The Corps of the Prismatic Riddle;Nix Nekyia;2Raising Dead;3Dark Summoning;4Army of the Damned;Nekrium|Tempys;28;4/3;5/4;6/5;14;6;0;0;2;0;0;0;0;0;1;0;2;0;0;6;0;0;0;0;0;0;0;0;0;6;0;0;0;0;6;4;0;0;0;0;-1;0
The Improvization Masons;The Corps of the Prismatic Riddle;Ironbeard;2Knockback;3Reinforce;4Intimidate;Alloyin|Tempys;39;2/5;3/4;4/5;14;6;0;0;12;3;2;0;0;0;0;0;2;0;0;6;0;0;0;0;0;0;0;0;0;6;0;0;0;2;4;1;0;0;0;0;-1;0
The Corps of the Prismatic Riddle;The Legion of Dance and Journey;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Uterra;54;2/4;3/3;5/4;12;8;0;0;1;0;0;0;3;0;0;0;3;0;0;16;4;0;0;0;0;2;0;0;0;16;0;0;2;0;2;-1;0;0;3;0;1;0
The Legion of Dance and Journey;The Corps of the Prismatic Riddle;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Touch;Uterra|Tempys;38;2/4;3/3;5/4;12;8;0;0;1;0;0;0;3;0;1;0;2;0;0;8;4;0;0;0;0;2;0;0;0;8;0;0;2;0;2;-1;0;0;3;0;1;0
The Corps of the Prismatic Riddle;The Improvization Masons;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Alloyin;52;2/5;3/4;4/5;14;6;0;0;12;3;2;0;0;0;0;0;3;0;0;12;0;0;0;0;0;0;0;0;0;12;0;0;0;2;4;1;0;0;0;0;-1;0
The Scarred Sneaky Uncles;The Corps of the Prismatic Riddle;Nix Nekyia;2Soulrip;3Dark Summoning;4Raising Dead;Nekrium|Tempys;56;2/4;3/3;4/4;13;7;0;0;2;0;0;2;0;3;3;0;2;0;0;7;0;0;0;0;0;0;4;0;0;7;0;0;0;0;6;8;7;3;0;-1;-1;0
The Corps of the Prismatic Riddle;The Scarred Sneaky Uncles;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Nekrium;61;2/4;3/3;4/4;13;7;0;0;2;0;0;2;0;2;0;0;3;0;0;14;0;0;0;0;0;0;0;0;0;14;0;0;0;0;6;6;7;3;0;-1;-1;0
The Relentless Foolishness Squad;The Corps of the Prismatic Riddle;Oros;2Darkforge Drain;3Shapeshift;4Barkskin;Uterra|Tempys;34;3/3;6/3;8/4;14;6;0;0;2;0;0;0;0;0;5;0;2;0;0;12;0;0;0;0;0;0;0;0;0;6;0;0;-1;2;2;-1;0;0;0;0;-1;0
The Corps of the Prismatic Riddle;The Relentless Foolishness Squad;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Uterra;42;3/3;6/3;8/4;14;6;0;0;2;0;0;0;0;0;6;0;3;0;0;12;0;0;0;0;0;0;0;0;0;12;0;0;-1;2;2;-1;0;0;0;0;-1;0
The Corps of the Prismatic Riddle;The Fixing Fort Peacekeepers;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Alloyin;55;3/3;4/3;4/4;13;7;0;0;1;6;0;0;0;0;0;0;3;0;0;14;0;0;0;0;0;0;0;6;0;14;0;0;3;4;2;-1;0;0;0;0;-1;0
The Fixing Fort Peacekeepers;The Corps of the Prismatic Riddle;Ironbeard;2Knockback;3Intimidate;4Reinforce;Alloyin|Tempys;40;3/3;4/3;4/4;13;7;0;0;1;6;0;0;0;0;0;0;2;0;0;7;0;0;0;0;0;0;0;6;0;7;0;0;3;4;2;-1;0;0;0;0;-1;0
The Corps of the Prismatic Riddle;Solitude's Sleeping Book Burners;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Uterra;44;3/4;4/3;5/5;14;6;0;0;2;0;0;0;3;0;2;0;3;0;0;12;4;0;0;0;1;0;0;0;0;12;0;0;0;1;2;-1;0;0;0;0;-1;0
The Corps of the Prismatic Riddle;Wrongdoing's Suspending Workers;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Nekrium;64;3/3;4/3;4/3;14;6;2;0;3;0;0;2;0;0;0;0;3;0;0;12;0;0;0;0;0;0;0;0;0;12;0;0;0;0;8;9;6;3;0;0;-1;3
Wrongdoing's Suspending Workers;The Corps of the Prismatic Riddle;Cercee;2Army Commander;3Soul Syphon;4Deathtouch;Nekrium|Tempys;54;3/3;4/3;4/3;14;6;2;0;3;0;0;2;0;0;0;0;2;0;0;6;0;0;0;0;0;0;0;0;0;6;0;0;0;0;8;12;6;3;0;0;-1;3
Solitude's Sleeping Book Burners;The Corps of the Prismatic Riddle;Nova;2Nova's Dominion;3Nova's Might;4Nova's Wrath;Uterra|Tempys;33;3/4;4/3;5/5;14;6;0;0;2;0;0;0;3;0;4;0;2;0;0;6;4;0;0;0;1;0;0;0;0;6;0;0;0;1;2;-1;0;0;0;0;-1;0
The Corps of the Prismatic Riddle;The Causing Titanic Venom Wildlings;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Uterra;44;3/6;5/5;6/7;13;7;0;0;2;0;0;0;0;0;0;0;3;0;0;14;4;0;0;0;0;0;0;0;0;14;0;0;-1;2;2;-1;0;0;0;0;-1;0
The Corps of the Prismatic Riddle;Day's Locksmiths;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Alloyin;51;3/4;4/3;3/4;12;8;0;0;1;0;0;0;3;0;0;0;3;0;0;16;0;0;0;2;0;0;0;2;0;16;0;0;2;0;4;1;0;0;0;0;-1;0
The Corps of the Prismatic Riddle;The Wiry Antique Governors;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Nekrium;49;3/3;2/4;5/4;14;6;0;0;1;0;0;0;0;5;0;0;3;0;0;12;0;0;0;0;0;0;0;1;0;12;0;0;0;0;6;8;0;0;0;0;-1;0
The Wiry Antique Governors;The Corps of the Prismatic Riddle;Nix Nekyia;2Soulrip;3Army of the Damned;4Dark Summoning;Nekrium|Tempys;44;3/3;2/4;5/4;14;6;0;0;1;0;0;0;0;7;0;0;2;0;0;6;0;0;0;0;0;0;4;1;0;6;0;0;0;0;6;10;0;0;0;0;-1;0
Day's Locksmiths;The Corps of the Prismatic Riddle;Steel Rosetta;2Summon the Swarm;3Enhance;4Repurpose;Alloyin|Tempys;50;3/4;4/3;3/4;12;8;0;0;1;0;0;0;3;0;0;0;3;0;0;8;0;0;0;2;0;0;0;3;0;8;0;0;3;5;4;1;6;2;0;0;-1;0
The Causing Titanic Venom Wildlings;The Corps of the Prismatic Riddle;Nova;2Nova's Might;3Nova's Dominion;4Nova's Touch;Uterra|Tempys;32;3/6;5/5;6/7;13;7;0;0;2;0;0;0;0;0;3;0;2;0;0;7;4;0;0;0;0;0;0;0;0;7;0;0;-1;2;2;-1;0;0;0;0;-1;0
The Corps of the Prismatic Riddle;The Scavenger Rabid Daggers;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Uterra;47;2/4;3/4;5/6;13;7;0;0;1;0;0;0;0;0;2;0;3;0;0;14;6;0;0;0;0;0;0;0;0;14;0;0;0;0;2;-1;0;0;3;0;-1;0
The Corps of the Prismatic Riddle;The Mutant Constructing Gang;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Alloyin;53;1/4;3/5;3/5;13;7;0;0;8;2;0;0;0;0;3;0;3;0;0;14;0;3;0;0;0;0;0;1;0;14;0;0;1;0;2;-1;0;0;0;0;-1;0
The Corps of the Prismatic Riddle;The People of Bearing;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Alloyin;80;1/2;3/2;3/2;13;7;0;0;2;6;2;0;0;0;5;0;3;0;0;21;0;0;1;0;0;0;0;6;0;14;6;0;2;8;2;-1;0;0;0;0;-1;0
The Creeping Hell Protectors;The Corps of the Prismatic Riddle;Nix Nekyia;2Dark Summoning;3Soulrip;4Raising Dead;Nekrium|Tempys;52;1/4;2/3;2/4;14;6;0;0;1;0;0;0;0;4;3;0;2;0;0;6;1;0;0;0;-1;1;10;4;0;6;0;0;0;0;4;3;0;0;0;-1;-1;4
The Scavenger Rabid Daggers;The Corps of the Prismatic Riddle;Oros;2Darkforge Drain;3Shapeshift;4Growth Aura;Uterra|Tempys;40;2/4;3/4;5/6;13;7;0;0;1;0;0;0;0;0;1;0;2;0;0;14;8;0;0;0;0;0;0;0;0;7;0;0;0;0;2;-1;0;0;3;0;-1;0
The Corps of the Prismatic Riddle;The Creeping Hell Protectors;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Nekrium;53;1/4;2/3;2/4;14;6;0;0;1;0;0;0;0;2;0;0;3;0;0;12;1;0;0;0;0;1;5;4;0;12;0;0;0;0;4;2;0;0;0;-1;-1;4
The Mutant Constructing Gang;The Corps of the Prismatic Riddle;Steel Rosetta;2Tinker;3Repurpose;4Enhance;Alloyin|Tempys;55;1/4;3/5;3/5;13;7;0;0;8;3;0;0;0;0;3;0;2;0;0;7;0;3;0;0;0;0;0;2;0;7;0;0;2;4;2;-1;5;5;0;0;-1;0
The People of Bearing;The Corps of the Prismatic Riddle;Steel Rosetta;2Repurpose;3Tinker;4Stim Bolt;Alloyin|Tempys;94;1/2;3/2;3/2;13;7;0;0;2;6;2;0;0;0;4;0;2;0;0;21;0;0;1;0;0;0;0;6;0;14;5;0;2;16;2;-1;6;3;0;0;-1;0
The Corps of the Prismatic Riddle;Venom's Fifth Swarm;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Uterra;37;2/6;3/4;4/4;14;6;0;0;1;0;0;0;0;0;0;0;3;0;0;12;3;0;0;0;0;0;0;0;0;12;0;0;0;2;2;-2;0;0;0;0;-1;0
Venom's Fifth Swarm;The Corps of the Prismatic Riddle;Nova;2Nova's Touch;3Nova's Wrath;4Nova's Dominion;Uterra|Tempys;27;2/6;3/4;4/4;14;6;0;0;1;0;0;0;0;0;3;0;2;0;0;6;3;0;0;0;0;0;0;0;0;6;0;0;0;2;2;-2;0;0;0;0;-1;0
The Tentacles of the Diseased Bone;The Corps of the Prismatic Riddle;Cercee;2Army Commander;3Life Drain;4Deathtouch;Nekrium|Tempys;72;2/2;3/4;3/3;13;7;0;0;1;0;4;0;0;0;14;0;2;0;0;14;0;0;0;0;0;0;0;1;0;7;0;0;0;0;10;8;5;2;0;0;-1;3
The Corps of the Prismatic Riddle;The Tentacles of the Diseased Bone;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Nekrium;89;2/2;3/4;3/3;13;7;0;0;1;0;4;0;0;0;16;0;3;0;0;21;0;0;0;0;0;0;0;-1;0;14;0;0;0;0;10;8;5;2;0;0;-1;3
The Corps of the Prismatic Riddle;The Sentrys of Failure Faith;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Alloyin;52;2/3;3/4;4/6;13;7;0;0;1;0;6;0;3;0;3;0;3;0;0;14;0;0;0;0;0;0;0;0;0;14;0;0;0;2;4;1;0;0;0;0;-1;0
The Corps of the Prismatic Riddle;The Omnivore Brutish Herders;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Uterra;47;2/5;4/5;5/6;13;7;0;0;2;0;0;0;4;0;0;0;3;0;0;14;0;0;0;0;0;0;0;0;0;14;0;0;0;4;4;-2;0;0;0;0;1;0
The Mothers of the Plutonium Echo;The Corps of the Prismatic Riddle;Ironbeard;2Knockback;3Reinforce;4Intimidate;Alloyin|Tempys;38;1/2;3/2;4/3;14;6;0;0;1;5;0;0;5;0;0;0;2;0;0;6;0;0;5;0;0;0;0;0;0;6;0;0;2;2;2;-1;0;0;0;0;-1;0
The Sentrys of Failure Faith;The Corps of the Prismatic Riddle;Steel Rosetta;2Enhance;3Tinker;4Stim Bolt;Alloyin|Tempys;53;2/3;3/4;4/6;13;7;0;0;1;0;6;0;3;0;3;0;2;0;0;14;0;0;0;0;0;0;0;0;0;14;0;0;0;4;4;1;0;0;0;0;-1;0
The Corps of the Prismatic Riddle;The Simple Lords;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Uterra;52;2/8;3/5;4/5;12;8;0;0;1;0;0;0;3;0;4;0;3;0;0;16;1;0;0;0;1;0;0;0;0;16;0;0;0;1;4;-1;0;0;0;0;1;0
Army of Alpha and Curing;The Corps of the Prismatic Riddle;Nova;2Nova's Might;3Nova's Dominion;4Nova's Wrath;Uterra|Tempys;44;1/4;2/3;5/4;13;7;2;0;3;0;0;0;0;0;6;0;2;0;0;7;4;0;0;4;0;0;0;0;0;7;0;0;0;2;2;-2;0;0;3;0;1;0
The Corps of the Prismatic Riddle;Army of Alpha and Curing;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Uterra;53;1/4;2/3;5/4;13;7;2;0;3;0;0;0;0;0;0;0;3;0;0;14;4;0;0;4;0;0;0;0;0;14;0;0;0;2;2;-2;0;0;3;0;1;0
The Omnivore Brutish Herders;The Corps of the Prismatic Riddle;Oros;2Darkforge Drain;3Growth Aura;4Barkskin;Uterra|Tempys;39;2/5;4/5;5/6;13;7;0;0;2;0;0;0;4;0;0;0;2;0;0;14;0;0;0;0;0;0;0;0;0;7;0;0;0;4;4;-2;0;0;0;0;1;0
The Simple Lords;The Corps of the Prismatic Riddle;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Might;Uterra|Tempys;41;2/8;3/5;4/5;12;8;0;0;1;0;0;0;3;0;10;0;2;0;0;8;1;0;0;0;1;0;0;0;0;8;0;0;0;1;4;-1;0;0;0;0;1;0
The Corps of the Prismatic Riddle;The Mothers of the Plutonium Echo;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Alloyin;51;1/2;3/2;4/3;14;6;0;0;1;5;0;0;5;0;0;0;3;0;0;12;0;0;5;0;0;0;0;0;0;12;0;0;2;2;2;-1;0;0;0;0;-1;0
The Hurting Demons Larvae;The Corps of the Prismatic Riddle;Nix Nekyia;2Army of the Damned;3Soulrip;4Raising Dead;Nekrium|Tempys;65;2/3;5/4;5/7;13;7;0;0;3;0;0;2;0;0;2;0;2;0;0;21;2;0;0;0;0;2;8;0;0;14;0;0;0;0;4;4;0;0;0;0;-1;0
The Corps of the Prismatic Riddle;The Aunts of Bleeding Brightsteel;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Alloyin;52;1/4;2/4;3/5;13;7;0;0;2;0;4;0;0;0;0;0;3;0;0;14;0;0;0;0;0;0;0;0;0;14;0;0;0;8;4;2;0;0;0;0;-1;0
The Corps of the Prismatic Riddle;The Hurting Demons Larvae;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Nekrium;73;2/3;5/4;5/7;13;7;0;0;3;0;0;2;0;0;0;0;3;0;0;28;2;0;0;0;0;2;4;0;0;21;0;0;0;0;4;3;0;0;0;0;-1;0
The Corps of the Prismatic Riddle;Brigade of Druid and Weird;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Uterra;45;2/6;3/7;4/7;14;6;0;0;1;0;0;0;0;0;0;0;3;0;0;12;6;0;0;0;0;3;0;0;0;12;0;0;-1;2;2;-2;0;0;0;0;2;0
Brigade of Druid and Weird;The Corps of the Prismatic Riddle;Nova;2Nova's Might;3Nova's Wrath;4Nova's Dominion;Uterra|Tempys;36;2/6;3/7;4/7;14;6;0;0;1;0;0;0;0;0;4;0;2;0;0;6;6;0;0;0;0;3;0;0;0;6;0;0;-1;2;2;-2;0;0;0;0;2;0
Sparky's Attentive Combatants;The Corps of the Prismatic Riddle;Steel Rosetta;2Tinker;3Repurpose;4Stim Bolt;Alloyin|Tempys;58;4/5;3/6;4/7;13;7;0;0;4;0;2;0;2;0;0;0;2;0;0;14;0;2;0;0;0;0;0;0;0;14;0;0;0;4;2;-1;7;3;0;0;-1;0
The Corps of the Prismatic Riddle;The Raiders of Hound and Mask;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Nekrium;63;1/3;2/3;2/3;12;8;0;0;2;0;0;1;0;7;0;0;3;0;0;24;0;0;0;0;0;0;0;-1;0;16;0;0;0;0;4;4;0;0;0;0;-1;0
The Liches of Rebirth and Duskmaw;The Corps of the Prismatic Riddle;Nix Nekyia;2Raising Dead;3Dark Summoning;4Army of the Damned;Nekrium|Tempys;55;1/3;2/3;4/4;13;7;0;0;2;0;0;0;0;0;3;0;2;0;0;14;1;0;0;0;0;1;0;-1;0;7;0;0;0;0;8;6;5;4;0;0;-1;0
The Aunts of Bleeding Brightsteel;The Corps of the Prismatic Riddle;Steel Rosetta;2Repurpose;3Enhance;4Stim Bolt;Alloyin|Tempys;63;1/4;2/4;3/5;13;7;0;0;2;0;4;0;0;0;0;0;2;0;0;14;0;0;0;0;0;0;0;0;0;14;0;0;0;12;4;2;5;3;0;0;-1;0
The Corps of the Prismatic Riddle;Sparky's Attentive Combatants;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Alloyin;45;4/5;3/6;4/7;13;7;0;0;4;0;2;0;2;0;0;0;3;0;0;14;0;2;0;0;0;0;0;0;0;14;0;0;0;0;2;-1;0;0;0;0;-1;0
The Corps of the Prismatic Riddle;The Liches of Rebirth and Duskmaw;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Nekrium;67;1/3;2/3;4/4;13;7;0;0;2;0;0;0;0;0;0;0;3;0;0;21;1;0;0;0;0;1;0;-1;0;14;0;0;0;0;8;6;5;4;0;0;-1;0
The Raiders of Hound and Mask;The Corps of the Prismatic Riddle;Cercee;2Soul Syphon;3Army Commander;4Deathtouch;Nekrium|Tempys;47;1/3;2/3;2/3;12;8;0;0;2;0;0;1;0;7;0;0;2;0;0;16;0;0;0;0;0;0;0;1;0;8;0;0;0;0;4;5;0;0;0;0;-1;0
The Serious Silver Soldiers;The Corps of the Prismatic Riddle;Ironbeard;2Intimidate;3Shields Up;4Knockback;Alloyin|Tempys;33;3/5;4/6;5/5;12;8;0;0;1;0;0;0;3;0;0;0;2;0;0;8;0;0;4;0;0;0;0;1;0;8;0;0;1;1;2;-1;0;0;0;0;-1;0
The Corps of the Prismatic Riddle;The Serious Silver Soldiers;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Alloyin;49;3/5;4/6;5/5;12;8;0;0;1;0;0;0;3;0;0;0;3;0;0;16;0;0;3;0;0;0;0;1;0;16;0;0;1;1;2;-1;0;0;0;0;-1;0
The Corps of the Prismatic Riddle;The Opening Sisters Liches;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Nekrium;76;2/3;3/2;4/4;13;7;0;0;2;0;2;3;0;3;0;0;3;0;0;28;0;0;0;0;0;0;5;2;0;14;0;0;0;0;6;6;0;0;0;-1;-1;0
The Corps of the Prismatic Riddle;The Phalanx of Everflow Treefolk;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Uterra;55;2/5;2/2;3/5;13;7;0;4;1;0;0;0;10;0;0;0;3;0;0;14;1;0;0;0;0;1;0;0;0;14;0;0;0;1;4;-1;0;0;0;0;-1;0
The Corps of the Prismatic Riddle;The Quantums of Metal and Faith;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Alloyin;68;3/2;3/2;4/3;13;7;0;0;3;0;3;0;0;0;0;0;3;0;0;28;0;0;1;0;0;0;0;-1;0;14;5;0;-1;3;4;1;0;0;0;0;-1;0
The Opening Sisters Liches;The Corps of the Prismatic Riddle;Cercee;2Deathtouch;3Life Drain;4Soul Syphon;Nekrium|Tempys;62;2/3;3/2;4/4;13;7;0;0;2;0;2;3;0;3;0;0;2;0;0;21;0;0;0;0;0;0;4;2;0;7;0;0;0;0;6;8;0;0;0;-1;-1;0
The Phalanx of Everflow Treefolk;The Corps of the Prismatic Riddle;Oros;2Barkskin;3Growth Aura;4Shapeshift;Uterra|Tempys;42;2/5;2/2;3/5;13;7;0;4;1;0;0;0;10;0;0;0;2;0;0;7;2;0;0;0;0;2;0;0;0;7;0;0;0;1;4;-1;0;0;0;0;-1;0
The Overseers of Sparky;The Corps of the Prismatic Riddle;Steel Rosetta;2Tinker;3Enhance;4Repurpose;Alloyin|Tempys;45;3/6;3/5;5/7;13;7;0;0;3;0;0;0;3;0;0;0;2;0;0;7;0;0;0;0;0;0;0;2;0;7;0;0;0;6;4;2;5;3;0;0;-1;0
The Quantums of Metal and Faith;The Corps of the Prismatic Riddle;Steel Rosetta;2Enhance;3Repurpose;4Tinker;Alloyin|Tempys;67;3/2;3/2;4/3;13;7;0;0;3;0;3;0;0;0;0;0;2;0;0;21;0;0;1;0;0;0;0;1;0;7;5;0;1;9;4;1;4;4;0;0;-1;0
The Corps of the Prismatic Riddle;The Sixth Barb Band;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Nekrium;75;2/3;2/2;3/2;12;8;3;0;2;0;0;0;0;8;0;0;3;0;0;16;0;0;0;0;0;0;0;4;0;16;0;0;0;0;12;6;0;0;0;0;-1;4
The Corps of the Prismatic Riddle;The Overseers of Sparky;Sunder;2Summon the Swarm;3Gale Surge;4Stim Bolt;Tempys|Alloyin;45;3/6;3/5;5/7;13;7;0;0;3;0;0;0;3;0;0;0;3;0;0;14;0;0;0;0;0;0;0;1;0;14;0;0;0;0;4;2;0;0;0;0;-1;0
