deckname;value;avglbl;range1;range2;range3;BEAST;DINOSAUR;MAGE;ROBOT;SCIENTIST;SPIRIT;WARRIOR;ZOMBIE;MINION;DRAGON;ELEMENTAL;PLANT;SPELL;HEALING;MOVEMENT;ARMOR;ACTIVATION;FREE;FREE HEALING;FREE DESTROY;FREE UPGRADE;FREE SELFDMG;FREE SPELL;FREE REPLACE;FREE MAGE;UPGRADE;REPLACE;DAMAGE;SELFDAMAGE;DESTROY SYN;DESTROY MIN;REDEPLOY;REACTIVATE;STEALTH;AGGRO;FORGEBORN;DESTROY OPP;FACEBURN;LIFE GAIN;DISRUPTION;SILENCE
The People of Bearing|The Heralds of Silk Collection;0.0907;95.0000;ROBOT;SPELL;;0;0;1.0;0;0;0;0;0;1.0;0;0;0;15.0;0;0;0;0;0;0;0;0;0;6.0;1.0;1.0;0;9.0;0;0;0;0;5.0;2.0;0;0;0;0;0;0;0;0
The People of Bearing|Wrongdoing's Suspending Workers;0.0159;71.0000;ROBOT;BEAST;;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;6.0;9.0;3.0;0;0;0;0;0;0;0;0
The People of Bearing|The Causing Titanic Venom Wildlings;0.0335;69.0000;ROBOT;;;0;0;0;1.0;0;0;0;0;2.0;0;0;0;3.0;0;0;0;0;0;0;0;3.0;0;0;2.0;0;1.0;12.0;0;0;0;0;5.0;1.0;3.0;0;0;0;0;0;0;0
The People of Bearing|Impulse's Shadowflame Squad;0.0155;84.0000;ROBOT;MAGE;;0;0;1.0;0;0;0;1.0;0;0;0;0;0;11.666666666666666;0;0;0;0;0;0;0;0;0;0;4.166666666666666;0;0;10.166666666666666;0;0;0;0;4.0;2.0;0;6.0;0;0;0;0;0;0
The People of Bearing|The Wiry Antique Governors;0.0494;95.0000;ROBOT;ZOMBIE;ZOMBIE;0;0;0;0;1.0;0;0;0;1.0;0;0;0;2.0;0;0;0;0;0;0;0;5.0;0;0;1.0;0;1.0;6.0;0;0;0;12.0;6.0;4.0;0;6.0;0;0;0;0;0;0
The People of Bearing|The Scavenger Rabid Daggers;0.0127;58.0000;ROBOT;;;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;6.0;2.0;0;0;3.0;0;0;0;0;0
The People of Bearing|The Creeping Hell Protectors;0.0483;85.0000;ROBOT;ZOMBIE;;0;0;0;1.0;2.0;0;0;0;2.0;0;0;0;2.0;0;0;0;0;0;0;0;10.0;0;0;2.0;0;2.0;6.0;0;0;0;3.0;5.0;3.0;0;3.0;0;0;0;0;0;0
The People of Bearing|The Mixing Figment Collectors;0.0697;75.0000;ROBOT;;;0;0;0;0;0;0;0;0;1.0;0;0;0;9.0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;6.0;0;0;0;0;7.0;3.0;0;6.0;0;0;0;0;0;0
The People of Bearing|Venom's Fifth Swarm;0.0403;76.0000;ROBOT;;;0;0;0;0;0;0;0;0;2.0;0;0;0;2.0;0;0;1.0;0;0;0;0;0;0;0;2.0;0;0;12.0;0;0;0;3.0;7.0;2.0;6.0;0;0;0;0;0;0;0
The People of Bearing|The Tentacles of the Diseased Bone;0.1397;117.0000;ROBOT;MINION;;0;0;0;0;6.0;0;0;0;12.0;0;0;0;6.0;0;0;0;0;0;0;0;2.0;0;0;6.0;0;0;6.0;0;0;0;3.0;8.0;2.0;0;3.0;0;0;0;0;0;0
The People of Bearing|The Omnivore Brutish Herders;0.0471;81.0000;ROBOT;WARRIOR;;0;0;0;1.0;0;0;1.0;0;4.0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;18.0;0;0;0;3.0;7.0;1.0;0;0;0;0;0;0;0;0
The People of Bearing|The Former Hoping Valkyrie Trustees;0.0548;66.0000;ROBOT;;;0;0;0;0;0;0;0;0;1.0;0;0;0;9.0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;9.0;0;0;0;0;5.0;3.0;0;0;0;0;0;0;0;0
The People of Bearing|The Simple Lords;0.0261;63.0000;ROBOT;WARRIOR;;0;0;0;0;0;0;1.0;0;5.0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;9.0;0;0;0;0;3.0;1.0;0;0;0;0;0;0;0;0
The People of Bearing|The Fire Breathers of the Heartseeker;0.0143;81.0000;ROBOT;MAGE;;0;0;1.0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;6.0;0;0;0;0;5.0;2.0;0;12.0;0;0;0;0;0;0
The People of Bearing|Army of Alpha and Curing;0.0475;79.0000;ROBOT;BEAST;;0;0;0;0;0;0;0;0;2.0;0;0;0;3.0;0;0;0;1.0;0;0;0;0;0;0;2.5;0;0;13.5;0;0;0;3.0;7.0;3.0;0;0;3.0;0;0;0;0;0
The People of Bearing|The Hurting Demons Larvae;0.0303;85.0000;ROBOT;;;0;0;0;0;0;0;0;0;1.0;0;0;0;9.0;0;0;0;0;0;0;0;0;0;3.0;1.0;0;0;6.0;0;0;0;6.0;5.0;2.0;0;0;0;0;0;0;0;0
The People of Bearing|The Liches of Rebirth and Duskmaw;0.0426;79.0000;ROBOT;;;0;0;0;0;0;0;0;0;2.0;0;0;0;6.0;0;0;0;0;0;0;0;2.0;0;0;2.0;0;0;6.0;0;0;0;3.0;8.0;4.0;0;0;0;0;0;0;0;0
The People of Bearing|The Fortelling Aggravating Ticklers;0.0785;78.0000;ROBOT;SPELL;;0;0;0;0;0;0;0;0;1.0;0;0;0;10.666666666666666;0;0;0;0;0;0;0;0;0;0;5.166666666666666;0;0;10.166666666666666;0;0;0;0;7.0;3.0;0;3.0;0;0;0;0;0;0
The People of Bearing|The Opening Sisters Liches;0.0944;111.0000;ROBOT;ZOMBIE;;0;0;0;1.0;4.0;0;0;0;2.0;0;0;0;9.0;0;0;1.0;0;0;0;0;7.0;0;0;2.0;0;1.0;6.0;0;0;0;9.0;4.0;3.0;0;0;0;0;0;0;0;0
The People of Bearing|Vindicators of Sobbing and Baking;0.0115;65.0000;ROBOT;DINOSAUR;;0;0;1.0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;5.0;3.0;0;6.0;0;0;0;0;0;0
The People of Bearing|Brigade of Druid and Weird;0.0239;75.0000;ROBOT;;;0;0;0;0;0;0;0;0;1.0;0;0;0;2.0;0;0;0;0;0;0;0;3.0;0;0;1.0;0;1.0;12.0;0;0;0;3.0;8.0;2.0;0;0;0;0;0;0;0;0
The People of Bearing|The Raiders of Hound and Mask;0.1286;97.0000;ROBOT;ZOMBIE;ZOMBIE;0;0;0;0;1.0;0;0;0;2.0;0;0;0;7.0;0;0;1.0;0;0;0;0;2.0;0;0;2.0;0;0;6.0;0;0;0;9.0;5.0;3.0;0;6.0;0;0;0;0;0;0
The People of Bearing|The Sorcerers of the Oratek Eruptor;0.1653;97.0000;ROBOT;SPELL;;0;0;1.0;0;0;0;1.0;0;1.0;0;0;0;14.0;0;0;0;0;0;0;0;0;0;3.0;1.0;0;0;6.0;0;0;0;0;6.0;3.0;0;6.0;0;0;0;0;0;0
The People of Bearing|The Farmers of the Spiky Tunnels;0.0229;69.0000;ROBOT;BEAST;;0;0;0;1.0;0;0;0;0;3.0;0;0;0;2.0;0;0;1.0;0;0;0;0;0;0;0;3.5;0;0;16.5;0;0;0;0;4.0;3.0;0;0;0;0;0;0;0;0
The People of Bearing|The Sixth Barb Band;0.1327;94.0000;ROBOT;ZOMBIE;ZOMBIE;0;0;0;0;0;0;0;0;2.0;0;0;0;4.0;0;0;0;0;0;0;0;10.0;0;0;2.0;0;2.0;6.0;0;0;0;3.0;6.0;2.0;0;3.0;0;0;0;0;0;0
The People of Bearing|The Masters of Swearing;0.1355;79.0000;ROBOT;MAGE;;0;0;1.0;0;0;0;0;0;2.0;0;0;0;9.0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;9.0;0;0;0;0;5.0;2.0;0;6.0;0;0;0;0;0;0
The People of Bearing|The Phalanx of Everflow Treefolk;0.0425;73.0000;ROBOT;WARRIOR;;0;0;0;1.0;0;0;2.0;0;3.0;0;0;0;3.0;0;0;1.0;0;0;0;0;0;0;0;3.0;0;0;9.0;0;0;0;0;5.0;2.0;0;0;0;0;0;0;0;0
The People of Bearing|The Champions of the Whisker;0.0630;93.0000;ROBOT;;;0;0;0;0;0;0;0;0;8.0;0;0;0;3.0;0;0;1.0;0;0;0;0;3.0;0;0;5.0;0;1.0;12.0;0;0;0;3.0;8.0;3.0;0;0;3.0;0;0;0;0;0
The People of Bearing|Doctors of Tatoo and Comparing;0.0982;84.0000;ROBOT;MAGE;;0;0;2.0;0;0;0;0;0;1.0;0;0;0;12.0;0;1.0;0;0;0;0;0;0;0;0;1.0;0;0;6.0;0;0;0;0;5.0;3.0;0;3.0;0;0;0;0;0;0
The People of Bearing|The Savants of the Ending Predator;0.0861;85.0000;ROBOT;ZOMBIE;MINION;0;0;0;1.0;3.0;0;0;0;5.0;0;0;0;6.0;0;0;0;0;0;0;0;5.0;0;0;2.0;0;1.0;6.0;0;0;0;0;7.0;3.0;0;3.0;0;0;0;0;0;0
The People of Bearing|The Hermit Spiders;0.0601;85.0000;ROBOT;;;0;0;0;0;0;0;0;0;2.0;0;0;0;2.0;0;0;0;1.0;0;0;0;0;0;0;2.5;0;0;16.5;0;0;0;3.0;7.0;3.0;3.0;0;3.0;0;0;0;0;0
The People of Bearing|The Host of the Confident Miracles;0.1007;64.0000;ROBOT;;;0;0;1.0;0;0;0;1.0;0;1.0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;1.0;1.0;0;6.0;0;0;0;0;7.0;1.0;0;0;0;0;0;0;0;0
The People of Bearing|The King Varna Generals;0.0113;67.0000;ROBOT;;;0;0;0;0;0;0;0;0;1.0;0;0;0;3.0;0;0;1.0;0;0;0;0;0;0;0;1.0;0;0;6.0;0;0;0;6.0;3.0;2.0;0;3.0;0;0;0;0;0;0
The People of Bearing|The Company of Botany;0.0399;77.0000;ROBOT;;;0;0;0;0;0;0;0;0;3.0;0;0;0;3.0;0;0;0;0;0;0;0;3.0;0;0;3.0;0;1.0;12.0;0;0;0;3.0;6.0;1.0;0;0;0;0;0;0;0;0
The People of Bearing|The Monks of the Great Quitting Fire;0.0118;70.0000;ROBOT;MAGE;;0;0;1.0;0;0;0;0;0;3.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;4.0;3.0;0;15.0;0;0;0;0;0;0
The People of Bearing|The Mice of the Fierce Fur;0.0216;67.0000;ROBOT;;;0;0;0;0;0;0;0;0;1.0;0;0;0;4.0;0;0;0;0;0;0;0;3.0;0;0;1.0;0;1.0;6.0;0;0;0;4.0;6.0;2.0;3.0;0;0;0;0;0;0;0
The People of Bearing|The Senseis who became Champs;0.0862;82.0000;ROBOT;;;0;0;1.0;0;0;0;0;0;1.0;0;0;0;12.0;0;0;0;0;0;0;0;0;0;0;1.0;1.0;0;6.0;0;0;0;0;4.0;3.0;0;6.0;0;0;0;0;0;0
The People of Bearing|The Crossing Soul Hags;0.0461;88.0000;ROBOT;SPIRIT;ZOMBIE;0;0;0;1.0;1.0;0;0;0;1.0;0;0;0;3.0;0;0;0;0;0;0;0;10.0;0;0;1.0;0;2.0;6.0;0;0;0;3.0;5.0;2.0;0;6.0;0;0;0;0;0;0
The People of Bearing|The Group of Brass Conspiracies;0.0561;88.0000;ROBOT;ZOMBIE;;0;0;0;0;0;0;0;0;3.0;0;0;0;4.0;0;0;1.0;0;0;0;0;0;0;0;3.0;0;0;6.0;0;0;0;6.0;3.0;3.0;0;9.0;0;0;0;0;0;0
The People of Bearing|The Fleeing Feasting Brother Flock;0.0200;75.0000;ROBOT;;;0;0;0;0;0;0;1.0;0;1.0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;3.0;1.0;0;0;9.0;0;0;0;0;6.0;1.0;0;0;0;0;0;0;0;0
The People of Bearing|The Squadron of the Fire;0.0273;81.0000;ROBOT;MAGE;;0;0;1.0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;4.0;3.0;0;9.0;0;0;0;0;0;0
The People of Bearing|The Imps of Descending Chiron;0.0318;72.0000;ROBOT;ZOMBIE;;0;0;0;1.0;1.0;0;0;0;6.0;0;0;0;1.0;0;0;0;0;0;0;0;5.0;0;0;0;0;1.0;6.0;0;0;0;3.0;4.0;3.0;0;3.0;0;0;0;0;0;0
The People of Bearing|Outfit of Camping and Waving;0.0307;69.0000;ROBOT;;;0;0;0;1.0;0;0;1.0;0;1.0;0;0;0;4.0;0;0;0;1.0;0;0;0;0;0;0;1.0;0;0;9.0;0;0;0;0;6.0;3.0;3.0;0;3.0;0;0;0;0;0
The Creeping Hell Protectors|Day's Locksmiths;0.0142;50.0000;ZOMBIE;WARRIOR;;0;0;0;0;0;0;1.0;1.0;0;0;0;0;0;0;0;0;2.0;0;0;3.0;6.0;0;0;0;0;2.0;0;0;0;3.0;10.0;0;0;0;4.0;0;0;0;0;0;0
The Creeping Hell Protectors|The Heralds of Silk Collection;0.0416;53.0000;ZOMBIE;SPELL;;0;0;0;0;0;0;0;0;0;0;0;0;8.0;0;0;0;0;0;0;1.0;0;0;4.0;0;0;0;0;0;1.0;1.0;4.0;0;0;0;0;0;0;0;0;0;0
The Creeping Hell Protectors|The Causing Titanic Venom Wildlings;0.0088;34.0000;ZOMBIE;;;0;0;0;0;0;0;0;1.0;0;0;0;0;0;4.0;0;0;0;0;2.0;1.0;2.0;0;0;0;0;0;0;0;0;1.0;6.0;0;0;1.0;0;0;0;0;0;0;0
The Creeping Hell Protectors|Impulse's Shadowflame Squad;0.0314;40.0000;ZOMBIE;MAGE;;0;1.0;0;0;0;0;1.0;0;0;0;0;0;4.0;0;0;0;0;0;0;1.0;0;0;0;2.0;0;0;0;0;1.0;1.0;2.0;0;0;0;0;0;0;0;0;0;0
The Creeping Hell Protectors|The Mutant Constructing Gang;0.0078;40.0000;ZOMBIE;ROBOT;MAGE;0;0;0;1.0;0;0;0;0;2.0;0;0;0;0;0;1.0;0;0;0;0;1.0;4.0;0;0;0;0;2.0;0;0;0;1.0;4.0;0;0;0;1.0;0;0;0;0;0;0
The Creeping Hell Protectors|The Scavenger Rabid Daggers;0.0067;33.0000;ZOMBIE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;5.0;0;0;0;0;3.0;1.0;0;0;0;0;0;0;0;0;0;1.0;2.0;0;0;0;0;3.0;0;0;0;0;0
The Creeping Hell Protectors|The People of Bearing;0.0440;78.0000;ZOMBIE;ROBOT;;0;0;0;1.0;2.0;0;0;0;2.0;0;0;0;2.0;0;0;0;0;0;0;1.0;10.0;0;0;2.0;0;2.0;0;0;0;1.0;8.0;0;0;0;3.0;0;0;0;0;0;0
The Creeping Hell Protectors|The Mixing Figment Collectors;0.0159;38.0000;ZOMBIE;;;0;1.0;0;0;0;0;0;1.0;0;0;0;0;4.0;0;0;0;0;2.0;0;1.0;0;0;0;0;0;0;0;0;2.0;1.0;4.0;0;0;0;0;0;0;0;0;0;0
The Creeping Hell Protectors|Venom's Fifth Swarm;0.0231;40.0000;ZOMBIE;;;0;0;0;0;0;0;0;1.0;0;0;0;0;0;4.0;0;0;0;0;3.0;1.0;0;0;0;0;0;0;0;0;0;2.0;8.0;0;0;2.0;0;0;0;0;0;0;0
The Creeping Hell Protectors|The Sentrys of Failure Faith;0.0551;44.0000;ZOMBIE;WARRIOR;;0;0;0;0;4.0;0;1.0;0;2.0;0;0;0;0;0;0;0;0;0;0;3.0;4.0;0;0;0;0;0;0;0;0;3.0;4.0;0;0;0;1.0;0;0;0;0;0;0
The Creeping Hell Protectors|The Omnivore Brutish Herders;0.0147;39.0000;ZOMBIE;WARRIOR;;0;0;0;0;0;0;1.0;0;0;0;0;0;0;2.0;0;0;0;0;2.0;1.0;0;0;0;0;0;0;0;0;0;2.0;12.0;0;0;0;0;0;0;0;0;0;0
The Creeping Hell Protectors|The Former Hoping Valkyrie Trustees;0.0219;29.0000;ZOMBIE;;;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;1.0;1.0;4.0;0;0;0;0;0;0;0;0;0;0
The Creeping Hell Protectors|The Simple Lords;0.0147;35.0000;ZOMBIE;WARRIOR;;0;0;0;0;0;0;1.0;1.0;2.0;0;0;0;0;2.0;0;0;0;2.0;1.0;1.0;0;0;0;0;0;0;0;0;0;1.0;6.0;0;0;0;0;0;0;0;0;0;0
The Creeping Hell Protectors|The Fire Breathers of the Heartseeker;0.0184;41.0000;ZOMBIE;MAGE;;0;0;0;0;0;0;0;1.0;0;0;0;0;2.0;0;0;0;0;0;0;3.0;0;0;2.0;0;0;0;0;0;2.0;3.0;2.0;0;0;0;0;0;0;0;0;0;0
The Creeping Hell Protectors|Army of Alpha and Curing;0.0182;45.0000;ZOMBIE;BEAST;;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;2.0;0;2.0;1.0;0;0;0;0;0;0;0;0;0;2.0;8.0;0;0;0;1.0;3.0;0;0;0;0;0
The Creeping Hell Protectors|The Mothers of the Plutonium Echo;0.0128;44.0000;ZOMBIE;ROBOT;ARMOR, WARRIOR;0;0;0;1.0;0;0;2.0;1.0;0;0;0;0;0;0;0;0;0;0;0;1.0;4.0;0;0;0;0;2.0;0;0;0;1.0;4.0;0;0;0;1.0;0;0;0;0;0;0
The Creeping Hell Protectors|The Aunts of Bleeding Brightsteel;0.0408;52.0000;ZOMBIE;;;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;2.0;0;0;0;0;0;0;0;0;4.0;10.0;0;0;0;3.0;0;0;0;0;0;0
The Creeping Hell Protectors|The Fortelling Aggravating Ticklers;0.0365;35.0000;ZOMBIE;SPELL;;0;1.0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;1.0;1.0;0;0;0;2.0;0;0;0;0;0;1.0;4.0;0;0;0;0;0;0;0;0;0;0
The Creeping Hell Protectors|Vindicators of Sobbing and Baking;0.0058;31.0000;ZOMBIE;DINOSAUR;;0;1.0;0;0;0;0;0;1.0;0;0;0;0;0;2.0;0;0;0;0;1.0;1.0;0;0;0;0;0;0;0;0;2.0;1.0;2.0;0;0;0;0;0;0;0;0;0;0
The Creeping Hell Protectors|Brigade of Druid and Weird;0.0167;42.0000;ZOMBIE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;5.0;0;0;0;0;4.0;1.0;2.0;0;0;0;0;0;0;0;0;2.0;6.0;0;0;0;0;0;0;0;0;0;0
The Creeping Hell Protectors|Sparky's Attentive Combatants;0.0379;36.0000;ZOMBIE;WARRIOR;;0;0;0;0;4.0;0;1.0;0;0;0;0;0;0;0;1.0;0;0;0;0;1.0;6.0;0;0;0;0;0;0;0;0;1.0;4.0;0;0;0;1.0;0;0;0;0;0;0
The Creeping Hell Protectors|The Serious Silver Soldiers;0.0038;29.0000;ZOMBIE;ARMOR;;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;4.0;0;0;0;0;2.0;0;0;0;1.0;2.0;0;0;0;0;0;0;0;0;0;0
The Creeping Hell Protectors|The Sorcerers of the Oratek Eruptor;0.0810;52.0000;ZOMBIE;SPELL;;0;0;0;0;0;0;1.0;1.0;0;0;0;0;6.0;0;0;0;0;0;0;1.0;0;0;2.0;0;0;0;0;0;1.0;1.0;4.0;0;0;0;0;0;0;0;0;0;0
The Creeping Hell Protectors|The Farmers of the Spiky Tunnels;0.0000;30.0000;ZOMBIE;BEAST;;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;2.0;0;1.0;0;0;0;0;0;0;0;0;0;1.0;8.0;0;0;0;1.0;0;0;0;0;0;0
The Creeping Hell Protectors|The Masters of Swearing;0.0284;37.0000;ZOMBIE;MAGE;;0;1.0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;1.0;1.0;6.0;0;0;0;0;0;0;0;0;0;0
The Creeping Hell Protectors|The Quantums of Metal and Faith;0.0273;52.0000;ZOMBIE;;;0;0;0;0;2.0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;3.0;2.0;0;0;2.0;0;2.0;0;0;0;3.0;6.0;0;0;0;2.0;0;0;0;0;0;0
The Creeping Hell Protectors|The Phalanx of Everflow Treefolk;0.0052;41.0000;ZOMBIE;WARRIOR;;0;1.0;0;0;0;0;2.0;0;0;0;0;0;0;2.0;0;0;0;0;2.0;1.0;0;0;0;0;0;0;0;0;0;1.0;8.0;0;0;0;0;0;0;0;0;0;0
The Creeping Hell Protectors|The Champions of the Whisker;0.0275;56.0000;ZOMBIE;;;0;0;0;0;0;0;0;1.0;2.0;0;0;0;0;3.0;0;0;0;2.0;3.0;1.0;2.0;0;0;0;0;0;0;0;0;2.0;14.0;0;0;0;0;3.0;0;0;0;0;0
The Creeping Hell Protectors|The Overseers of Sparky;0.0057;40.0000;ZOMBIE;;;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;4.0;0;0;0;0;0;0;0;0;4.0;8.0;0;0;0;2.0;0;0;0;0;0;0
The Creeping Hell Protectors|Doctors of Tatoo and Comparing;0.0336;45.0000;ZOMBIE;MAGE;;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;1.0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;2.0;1.0;4.0;0;0;0;0;0;0;0;0;0;0
The Creeping Hell Protectors|The Hermit Spiders;0.0332;49.0000;ZOMBIE;;;0;0;0;0;0;3.0;0;0;0;0;0;0;0;3.0;0;0;2.0;0;2.0;1.0;0;0;0;0;0;0;0;0;0;2.0;8.0;0;0;1.0;1.0;3.0;0;0;0;0;0
The Creeping Hell Protectors|The Host of the Confident Miracles;0.0259;30.0000;ZOMBIE;;;0;0;0;0;0;0;1.0;0;0;0;0;0;2.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;2.0;1.0;4.0;0;0;0;0;0;0;0;0;0;0
The Creeping Hell Protectors|The Pondering Iron Advisers;0.0179;58.0000;ZOMBIE;ROBOT;;0;0;0;1.0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;6.0;0;0;0;0;2.0;0;0;0;4.0;8.0;0;0;0;2.0;0;0;0;0;0;0
The Creeping Hell Protectors|The Company of Botany;0.0260;48.0000;ZOMBIE;;;0;0;0;0;0;0;0;1.0;0;0;0;0;0;5.0;0;0;0;2.0;3.0;1.0;2.0;0;0;0;0;0;0;0;0;2.0;10.0;0;0;0;0;0;0;0;0;0;0
The Creeping Hell Protectors|The Raiders of Leading Capitals;0.0310;52.0000;ZOMBIE;ROBOT;;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;1.0;8.0;0;0;0;0;2.0;0;0;0;1.0;8.0;0;0;0;3.0;0;0;0;0;0;0
The Creeping Hell Protectors|The Monks of the Great Quitting Fire;0.0000;25.0000;ZOMBIE;MAGE;;0;0;0;0;0;0;0;1.0;2.0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;1.0;1.0;2.0;0;0;0;0;0;0;0;0;0;0
The Creeping Hell Protectors|The Mice of the Fierce Fur;0.0109;38.0000;ZOMBIE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;5.0;0;0;0;0;4.0;1.0;2.0;0;0;0;0;0;0;0;0;1.0;5.0;0;0;1.0;0;0;0;0;0;0;0
The Creeping Hell Protectors|The Senseis who became Champs;0.0629;41.0000;ZOMBIE;;;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;2.0;1.0;4.0;0;0;0;0;0;0;0;0;0;0
The Creeping Hell Protectors|The Protectors of the Saving Herbs;0.0403;41.0000;ZOMBIE;ROBOT;;0;0;0;1.0;2.0;0;0;1.0;2.0;0;0;0;0;0;0;0;0;0;0;1.0;4.0;0;0;0;0;0;0;0;0;1.0;4.0;0;0;0;1.0;0;0;0;0;0;0
The Creeping Hell Protectors|The Professing Watchdogs;0.0242;47.0000;ZOMBIE;ROBOT;;0;0;0;1.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;1.0;10.0;0;0;0;0;2.0;0;0;0;1.0;4.0;0;0;0;1.0;0;0;0;0;0;0
The Creeping Hell Protectors|The Fleeing Feasting Brother Flock;0.0263;44.0000;ZOMBIE;;;0;0;0;0;0;0;1.0;0;0;0;0;0;2.0;5.0;0;0;0;0;2.0;1.0;0;0;2.0;0;0;0;0;0;0;1.0;4.0;0;0;0;0;0;0;0;0;0;0
The Creeping Hell Protectors|The Squadron of the Fire;0.0008;50.0000;ZOMBIE;MAGE;;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;1.0;0;0;3.0;0;0;0;0;0;0;0;0;4.0;3.0;2.0;0;0;0;0;0;0;0;0;0;0
The Creeping Hell Protectors|Outfit of Camping and Waving;0.0000;33.0000;ZOMBIE;;;0;0;0;0;0;0;1.0;0;0;0;0;0;0;1.0;0;0;2.0;2.0;1.0;1.0;0;0;0;0;0;0;0;0;0;1.0;4.0;0;0;1.0;0;3.0;0;0;0;0;0
The Mixing Figment Collectors|Day's Locksmiths;0.0101;57.0000;WARRIOR;;;0;0;0;0;0;0;0;0;0;0;0;0;22.0;0;0;0;2.0;0;0;0;0;0;7.0;0;0;0;0;0;2.0;0;0;0;0;0;8.0;0;0;0;0;0;0
The Mixing Figment Collectors|Wrongdoing's Suspending Workers;0.0109;58.0000;BEAST;;;0;0;0;0;0;0;0;0;0;0;0;0;14.0;0;0;0;0;0;0;0;0;0;5.0;0;0;0;0;0;6.0;0;4.0;4.0;2.0;0;0;0;0;0;0;0;0
The Mixing Figment Collectors|The Causing Titanic Venom Wildlings;0.0011;41.0000;;;;0;3.0;0;0;0;0;0;0;0;0;0;0;18.0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Mixing Figment Collectors|The Mutant Constructing Gang;0.0020;53.0000;ROBOT;MAGE;;0;0;3.0;0;0;0;0;0;2.0;0;0;0;18.0;0;1.0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0
The Mixing Figment Collectors|The Wiry Antique Governors;0.0165;61.0000;ZOMBIE;ZOMBIE;;0;0;0;0;0;0;0;2.0;0;0;0;0;14.0;0;0;0;0;0;0;0;0;0;5.0;0;0;0;0;0;4.0;0;8.0;0;0;0;0;0;0;0;0;0;0
The Mixing Figment Collectors|The Scavenger Rabid Daggers;0.0048;46.0000;;;;0;3.0;0;0;0;0;0;0;0;0;0;0;18.0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0
The Mixing Figment Collectors|The People of Bearing;0.0465;79.0000;ROBOT;;;0;0;0;0;0;0;0;0;2.0;0;0;0;21.0;0;0;0;0;0;0;0;0;0;6.0;2.0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0
The Mixing Figment Collectors|The Creeping Hell Protectors;0.0135;47.0000;ZOMBIE;;;0;1.0;0;0;0;0;0;1.0;0;0;0;0;14.0;0;0;0;0;0;0;0;0;0;5.0;0;0;0;0;0;2.0;0;2.0;0;0;0;0;0;0;0;0;0;0
